benchmark_case_id,benchmark_name,benchmark_version,benchmark_revision,source_file,label_source,vulnerability_label,expected_result,cwe,ground_truth_granularity,endpoint,crawler_url,request_shape,source_request_method,input_carrier_shape,primary_input_carrier,controllable_input_count,controllable_input_names,content_type,sql_operation_category,sql_operation_markers,read_write_category,execution_api,response_observability,boolean_verifier_applicability,transport_compatibility,sql_verifier_compatibility,compatibility_class,eligible_original_external_evaluation,eligible_candidate_ranking,required_adapter,adapter_requirements,incompatibility_reason,classification_reason,candidate_representation_support,candidate_representation_gap,sanitization_required,sanitized_candidate_id,sanitized_action_path,retained_model_facing_fields,excluded_from_model_input_fields,model_facing_preview,audit_status,auditor_notes
BenchmarkTest02650,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02650.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02650,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02650,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02650,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000483,/external-v15/case-000483,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000483"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000483"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02651,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02651.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02651,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02651,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02651,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000484,/external-v15/case-000484,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000484"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000484"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02652,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02652.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-06/BenchmarkTest02652,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02652,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02652,text/html;charset=UTF-8,select_like,select,read_like,execute,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000485,/external-v15/case-000485,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000485"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000485"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02653,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02653.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02653,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02653,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02653,text/html;charset=UTF-8,select_like,select;execute_query,read_like,executeQuery,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000486,/external-v15/case-000486,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000486"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000486"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02654,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02654.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02654,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02654,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02654,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest02655,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02655.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02655,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02655,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02655,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest02656,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02656.java,expectedresults-1.2.csv,sqli,vulnerable,89,case_level,/sqli-06/BenchmarkTest02656,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02656,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02656,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest02657,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02657.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-06/BenchmarkTest02657,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02657,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02657,text/html;charset=UTF-8,insert,insert;execute_update,write_or_state_changing,executeUpdate,writer_output_detected,not_applicable_non_destructive_conflict,adapter_feasible,not_applicable_non_destructive_conflict,EXCLUDED,false,false,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,write/state-changing SQL conflicts with non-destructive verifier philosophy,write/state-changing SQL conflicts with non-destructive verifier philosophy,not_applicable,no_ranker_candidate_for_incompatible_case,not_applicable,,,,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,,audited,executeUpdate call statically detected
BenchmarkTest02727,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02727.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-06/BenchmarkTest02727,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02727,GET_query,GET_delegates_to_POST,getparam+getparam+getparam,getparam,3,password;username;BenchmarkTest02727,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,multi_query_parameter_adapter,preserve original query parameter set and replace only the audited controllable value,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000491,/external-v15/case-000491,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000491"", ""editable_input_count"": 3, ""http_method"": ""GET"", ""input_carrier"": ""query_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""query"", ""sanitized_action_path"": ""/external-v15/case-000491"", ""transport_adapter_category"": ""query_multi""}",audited,static source inspection completed
BenchmarkTest02728,OWASP Benchmark Java,1.2,ba2e3f9a29fa3bde6a5c073d679393c9b94f025f,src\main\java\org\owasp\benchmark\testcode\BenchmarkTest02728.java,expectedresults-1.2.csv,sqli,non_vulnerable,89,case_level,/sqli-06/BenchmarkTest02728,https://localhost:8443/benchmark/sqli-06/BenchmarkTest02728,POST_form,GET_delegates_to_POST,formparam+formparam+formparam,formparam,3,password;email;BenchmarkTest02728,text/html;charset=UTF-8,select_like,select;prepared_statement,read_like,execute;prepareStatement,result_rows_written,plausible_runtime_validation_required,adapter_feasible,plausible_runtime_validation_required,ADAPTER_SUPPORTED,true,true,form_parameter_adapter;multi_form_parameter_adapter,submit original form parameters with deterministic values;preserve companion form parameters,,original case may be preserved with deterministic transport adapter; runtime boolean validation still required,proposed_schema,,true,os15-c000492,/external-v15/case-000492,candidate_id;sanitized_action_path;http_method;input_carrier;input_count_category;editable_input_count;multiple_parameters;transport_adapter_category;request_shape,benchmark_case_id;expected_result;ground_truth;label;query_text;source_file;sql_operation_category;sql_statement;vulnerability_label,"{""candidate_id"": ""os15-c000492"", ""editable_input_count"": 3, ""http_method"": ""POST_or_request_metadata"", ""input_carrier"": ""form_parameter"", ""input_count_category"": ""small_multi"", ""multiple_parameters"": true, ""request_shape"": ""form"", ""sanitized_action_path"": ""/external-v15/case-000492"", ""transport_adapter_category"": ""form""}",audited,static source inspection completed
